Time_Index,SE3_nuclear,SE4_oil_peaker,SE1_biomass_chp,SE2_biomass_chp,SE3_biomass_chp,SE4_biomass_chp,SE1_onshore_wind,SE2_onshore_wind,SE3_onshore_wind,SE4_onshore_wind,SE4_offshore_wind,SE3_solar_pv,SE4_solar_pv,SE1_battery,SE2_battery,SE3_battery,SE4_battery,SE1_hydro_reservoir,SE2_hydro_reservoir,SE3_hydro_reservoir,SE4_hydro_reservoir
143,1.0,1.0,1.0,1.0,1.0,1.0,0.44056,0.49435,0.63924,0.28505,0.35024,0.0,0.0,1.0,1.0,1.0,1.0,0.38861,0.3714,0.34636,0.32103
144,1.0,1.0,1.0,1.0,1.0,1.0,0.49747,0.4017,0.64866,0.29314,0.40312,0.0,0.0,1.0,1.0,1.0,1.0,0.39306,0.37194,0.34031,0.31822
145,1.0,1.0,1.0,1.0,1.0,1.0,0.5077,0.3536,0.5653,0.22512,0.37609,0.0,0.0,1.0,1.0,1.0,1.0,0.37762,0.37261,0.35229,0.30037
146,1.0,1.0,1.0,1.0,1.0,1.0,0.55023,0.30694,0.54636,0.27813,0.37535,0.0,0.0,1.0,1.0,1.0,1.0,0.38144,0.35953,0.35881,0.32387
147,1.0,1.0,1.0,1.0,1.0,1.0,0.4536,0.23454,0.55269,0.28935,0.42417,0.0,0.0,1.0,1.0,1.0,1.0,0.39298,0.37543,0.35482,0.31423
148,1.0,1.0,1.0,1.0,1.0,1.0,0.44179,0.22433,0.54608,0.3803,0.40428,0.0,0.0,1.0,1.0,1.0,1.0,0.38158,0.37245,0.35623,0.31211
149,1.0,1.0,1.0,1.0,1.0,1.0,0.36187,0.2456,0.57734,0.45652,0.40728,0.0,0.0,1.0,1.0,1.0,1.0,0.38261,0.36508,0.34488,0.32109
150,1.0,1.0,1.0,1.0,1.0,1.0,0.33281,0.3506,0.49583,0.41733,0.51281,0.0,0.0,1.0,1.0,1.0,1.0,0.37472,0.36735,0.35564,0.32109
151,1.0,1.0,1.0,1.0,1.0,1.0,0.31309,0.27477,0.5079,0.42506,0.54885,0.0,0.0,1.0,1.0,1.0,1.0,0.36977,0.38509,0.36098,0.31614
152,1.0,1.0,1.0,1.0,1.0,1.0,0.37492,0.22687,0.46667,0.45806,0.48665,0.0,0.0,1.0,1.0,1.0,1.0,0.38241,0.37385,0.33946,0.30401
153,1.0,1.0,1.0,1.0,1.0,1.0,0.29567,0.28886,0.38866,0.47581,0.44029,0.0,0.0,1.0,1.0,1.0,1.0,0.37296,0.36622,0.35976,0.30994
154,1.0,1.0,1.0,1.0,1.0,1.0,0.39768,0.2408,0.42785,0.4554,0.5178,0.00173,0.02401,1.0,1.0,1.0,1.0,0.37627,0.37051,0.33548,0.31243
155,1.0,1.0,1.0,1.0,1.0,1.0,0.37684,0.30875,0.39275,0.41434,0.55286,0.03498,0.08101,1.0,1.0,1.0,1.0,0.39334,0.35898,0.34284,0.30907
156,1.0,1.0,1.0,1.0,1.0,1.0,0.36462,0.39722,0.33082,0.38944,0.47516,0.07427,0.08358,1.0,1.0,1.0,1.0,0.39018,0.35967,0.34396,0.31493
157,1.0,1.0,1.0,1.0,1.0,1.0,0.4362,0.31888,0.35409,0.3908,0.56058,0.08088,0.10131,1.0,1.0,1.0,1.0,0.39184,0.36759,0.34123,0.30579
158,1.0,1.0,1.0,1.0,1.0,1.0,0.44541,0.28426,0.27797,0.32708,0.56383,0.05733,0.11334,1.0,1.0,1.0,1.0,0.38837,0.38355,0.34479,0.30639
159,1.0,1.0,1.0,1.0,1.0,1.0,0.5199,0.37181,0.27335,0.33457,0.64856,0.04247,0.06495,1.0,1.0,1.0,1.0,0.36807,0.37855,0.34425,0.30258
160,1.0,1.0,1.0,1.0,1.0,1.0,0.5734,0.44899,0.25439,0.35269,0.60658,0.00259,0.03672,1.0,1.0,1.0,1.0,0.39114,0.35946,0.3549,0.31553
161,1.0,1.0,1.0,1.0,1.0,1.0,0.61574,0.40558,0.30429,0.30424,0.58748,0.0,0.0,1.0,1.0,1.0,1.0,0.38157,0.38068,0.34151,0.31133
162,1.0,1.0,1.0,1.0,1.0,1.0,0.61262,0.49416,0.24404,0.30167,0.48806,0.0,0.0,1.0,1.0,1.0,1.0,0.37577,0.37324,0.34571,0.31763
163,1.0,1.0,1.0,1.0,1.0,1.0,0.67288,0.52413,0.27402,0.31351,0.59062,0.0,0.0,1.0,1.0,1.0,1.0,0.38915,0.37494,0.35569,0.30201
164,1.0,1.0,1.0,1.0,1.0,1.0,0.7046,0.53221,0.30714,0.29157,0.65782,0.0,0.0,1.0,1.0,1.0,1.0,0.3687,0.38462,0.34333,0.30449
165,1.0,1.0,1.0,1.0,1.0,1.0,0.65414,0.44355,0.31539,0.36,0.64688,0.0,0.0,1.0,1.0,1.0,1.0,0.37743,0.3655,0.36182,0.30729
166,1.0,1.0,1.0,1.0,1.0,1.0,0.69664,0.5206,0.33522,0.42469,0.61209,0.0,0.0,1.0,1.0,1.0,1.0,0.38908,0.36321,0.33899,0.30548
167,1.0,1.0,1.0,1.0,1.0,1.0,0.67476,0.54816,0.28825,0.48722,0.70046,0.0,0.0,1.0,1.0,1.0,1.0,0.38154,0.35978,0.35982,0.32172
168,1.0,1.0,1.0,1.0,1.0,1.0,0.57321,0.59881,0.27902,0.54219,0.70335,0.0,0.0,1.0,1.0,1.0,1.0,0.37848,0.38285,0.34955,0.32182
169,1.0,1.0,1.0,1.0,1.0,1.0,0.56652,0.67811,0.21006,0.47038,0.60709,0.0,0.0,1.0,1.0,1.0,1.0,0.39465,0.37371,0.33583,0.31002
170,1.0,1.0,1.0,1.0,1.0,1.0,0.61145,0.58216,0.29478,0.39275,0.69441,0.0,0.0,1.0,1.0,1.0,1.0,0.3818,0.36782,0.3516,0.31477
171,1.0,1.0,1.0,1.0,1.0,1.0,0.70171,0.49709,0.36159,0.40109,0.67541,0.0,0.0,1.0,1.0,1.0,1.0,0.3763,0.35944,0.34057,0.32204
172,1.0,1.0,1.0,1.0,1.0,1.0,0.72086,0.47068,0.30126,0.33039,0.5643,0.0,0.0,1.0,1.0,1.0,1.0,0.37126,0.37015,0.33703,0.30426
173,1.0,1.0,1.0,1.0,1.0,1.0,0.64831,0.51957,0.38503,0.34686,0.47566,0.0,0.0,1.0,1.0,1.0,1.0,0.39049,0.3572,0.3407,0.31278
174,1.0,1.0,1.0,1.0,1.0,1.0,0.73194,0.55087,0.45756,0.41892,0.37436,0.0,0.0,1.0,1.0,1.0,1.0,0.39529,0.3847,0.35478,0.307
175,1.0,1.0,1.0,1.0,1.0,1.0,0.77765,0.57341,0.46286,0.4666,0.3242,0.0,0.0,1.0,1.0,1.0,1.0,0.37636,0.37189,0.33778,0.30768
176,1.0,1.0,1.0,1.0,1.0,1.0,0.68062,0.53025,0.50886,0.53186,0.36265,0.0,0.0,1.0,1.0,1.0,1.0,0.39604,0.36662,0.34482,0.31365
177,1.0,1.0,1.0,1.0,1.0,1.0,0.7339,0.56237,0.57192,0.59787,0.29679,0.0,0.0,1.0,1.0,1.0,1.0,0.37289,0.37667,0.34145,0.30171
178,1.0,1.0,1.0,1.0,1.0,1.0,0.78815,0.61331,0.54474,0.59873,0.30987,0.00414,0.03764,1.0,1.0,1.0,1.0,0.36621,0.37735,0.34763,0.31198
179,1.0,1.0,1.0,1.0,1.0,1.0,0.67874,0.68867,0.50641,0.53997,0.43542,0.0368,0.09723,1.0,1.0,1.0,1.0,0.36946,0.3689,0.34067,0.30063
180,1.0,1.0,1.0,1.0,1.0,1.0,0.60947,0.67357,0.47509,0.60463,0.35819,0.07194,0.12427,1.0,1.0,1.0,1.0,0.39406,0.37513,0.3352,0.32371
181,1.0,1.0,1.0,1.0,1.0,1.0,0.59355,0.71006,0.45187,0.56604,0.33701,0.08341,0.13134,1.0,1.0,1.0,1.0,0.37408,0.38364,0.33706,0.32196
182,1.0,1.0,1.0,1.0,1.0,1.0,0.58545,0.63112,0.47493,0.47181,0.45262,0.0818,0.11257,1.0,1.0,1.0,1.0,0.39181,0.3714,0.34519,0.30696
183,1.0,1.0,1.0,1.0,1.0,1.0,0.571,0.64198,0.44182,0.52111,0.4722,0.06153,0.07617,1.0,1.0,1.0,1.0,0.36879,0.37642,0.33523,0.31392
184,1.0,1.0,1.0,1.0,1.0,1.0,0.6538,0.61858,0.41314,0.51796,0.45483,0.00251,0.03777,1.0,1.0,1.0,1.0,0.37573,0.36438,0.34765,0.30447
185,1.0,1.0,1.0,1.0,1.0,1.0,0.62244,0.58232,0.3977,0.49179,0.41073,0.0,0.0,1.0,1.0,1.0,1.0,0.39458,0.37184,0.34007,0.31778
186,1.0,1.0,1.0,1.0,1.0,1.0,0.59806,0.56168,0.40574,0.40649,0.32076,0.0,0.0,1.0,1.0,1.0,1.0,0.37303,0.38434,0.35946,0.3172
187,1.0,1.0,1.0,1.0,1.0,1.0,0.52268,0.61656,0.36585,0.43203,0.23044,0.0,0.0,1.0,1.0,1.0,1.0,0.3892,0.35704,0.35982,0.32186
188,1.0,1.0,1.0,1.0,1.0,1.0,0.49388,0.6263,0.41278,0.47532,0.26284,0.0,0.0,1.0,1.0,1.0,1.0,0.38455,0.3728,0.34973,0.30672
189,1.0,1.0,1.0,1.0,1.0,1.0,0.51043,0.66802,0.38261,0.47671,0.33056,0.0,0.0,1.0,1.0,1.0,1.0,0.36742,0.37612,0.35467,0.31915
190,1.0,1.0,1.0,1.0,1.0,1.0,0.57127,0.7411,0.38126,0.43026,0.38858,0.0,0.0,1.0,1.0,1.0,1.0,0.3731,0.37465,0.35146,0.32049
191,1.0,1.0,1.0,1.0,1.0,1.0,0.48272,0.77771,0.31419,0.47727,0.49473,0.0,0.0,1.0,1.0,1.0,1.0,0.37312,0.37459,0.35964,0.31559
192,1.0,1.0,1.0,1.0,1.0,1.0,0.45755,0.72385,0.354,0.51773,0.58722,0.0,0.0,1.0,1.0,1.0,1.0,0.39119,0.35936,0.34789,0.30345
193,1.0,1.0,1.0,1.0,1.0,1.0,0.41009,0.71307,0.33737,0.50207,0.51997,0.0,0.0,1.0,1.0,1.0,1.0,0.38899,0.37516,0.34206,0.31744
194,1.0,1.0,1.0,1.0,1.0,1.0,0.47742,0.6687,0.40254,0.52028,0.56261,0.0,0.0,1.0,1.0,1.0,1.0,0.38273,0.36437,0.34672,0.30813
195,1.0,1.0,1.0,1.0,1.0,1.0,0.39201,0.58884,0.4416,0.47905,0.65022,0.0,0.0,1.0,1.0,1.0,1.0,0.37802,0.37607,0.35788,0.30075
196,1.0,1.0,1.0,1.0,1.0,1.0,0.36319,0.55338,0.37174,0.43361,0.59437,0.0,0.0,1.0,1.0,1.0,1.0,0.38408,0.36043,0.35678,0.32392
197,1.0,1.0,1.0,1.0,1.0,1.0,0.44449,0.56277,0.29993,0.35642,0.5866,0.0,0.0,1.0,1.0,1.0,1.0,0.38046,0.38149,0.33832,0.30058
198,1.0,1.0,1.0,1.0,1.0,1.0,0.41748,0.53852,0.23004,0.40397,0.51478,0.0,0.0,1.0,1.0,1.0,1.0,0.37104,0.37373,0.35581,0.30049
199,1.0,1.0,1.0,1.0,1.0,1.0,0.50754,0.5488,0.29717,0.42339,0.55833,0.0,0.0,1.0,1.0,1.0,1.0,0.3809,0.37986,0.34479,0.32388
200,1.0,1.0,1.0,1.0,1.0,1.0,0.48214,0.56422,0.3343,0.37653,0.61848,0.0,0.0,1.0,1.0,1.0,1.0,0.36732,0.35616,0.34452,0.31326
201,1.0,1.0,1.0,1.0,1.0,1.0,0.40495,0.59464,0.41666,0.38624,0.59015,0.0,0.0,1.0,1.0,1.0,1.0,0.38287,0.36753,0.35856,0.32135
202,1.0,1.0,1.0,1.0,1.0,1.0,0.51025,0.65791,0.4646,0.41244,0.65802,0.00439,0.03358,1.0,1.0,1.0,1.0,0.39377,0.38224,0.33917,0.30863
203,1.0,1.0,1.0,1.0,1.0,1.0,0.45905,0.61601,0.47833,0.40922,0.72242,0.04962,0.09625,1.0,1.0,1.0,1.0,0.37578,0.36654,0.36099,0.30565
204,1.0,1.0,1.0,1.0,1.0,1.0,0.43713,0.57355,0.41586,0.46064,0.75086,0.09592,0.14544,1.0,1.0,1.0,1.0,0.38279,0.3593,0.35357,0.30723
205,1.0,1.0,1.0,1.0,1.0,1.0,0.3589,0.54172,0.41393,0.41924,0.65527,0.06676,0.13967,1.0,1.0,1.0,1.0,0.37613,0.37761,0.35049,0.30658
206,1.0,1.0,1.0,1.0,1.0,1.0,0.39184,0.49525,0.46717,0.38552,0.69575,0.06567,0.1009,1.0,1.0,1.0,1.0,0.39042,0.37587,0.34289,0.30198
207,1.0,1.0,1.0,1.0,1.0,1.0,0.48183,0.50082,0.48431,0.46497,0.62865,0.06352,0.09964,1.0,1.0,1.0,1.0,0.37838,0.38203,0.33731,0.29971
208,1.0,1.0,1.0,1.0,1.0,1.0,0.48095,0.44185,0.48788,0.49614,0.58226,0.00375,0.02509,1.0,1.0,1.0,1.0,0.39609,0.36499,0.34928,0.30113
209,1.0,1.0,1.0,1.0,1.0,1.0,0.54938,0.50065,0.4464,0.49915,0.67411,0.0,0.0,1.0,1.0,1.0,1.0,0.39596,0.37613,0.34696,0.30311
210,1.0,1.0,1.0,1.0,1.0,1.0,0.58445,0.46386,0.41999,0.49343,0.7514,0.0,0.0,1.0,1.0,1.0,1.0,0.38896,0.37767,0.36053,0.30788
211,1.0,1.0,1.0,1.0,1.0,1.0,0.65114,0.4723,0.4394,0.40545,0.76534,0.0,0.0,1.0,1.0,1.0,1.0,0.38506,0.37264,0.34542,0.30367
212,1.0,1.0,1.0,1.0,1.0,1.0,0.57455,0.51718,0.39445,0.33609,0.84319,0.0,0.0,1.0,1.0,1.0,1.0,0.36905,0.36576,0.35367,0.31277
213,1.0,1.0,1.0,1.0,1.0,1.0,0.60205,0.57427,0.38532,0.31011,0.77285,0.0,0.0,1.0,1.0,1.0,1.0,0.37183,0.37836,0.34402,0.30362
214,1.0,1.0,1.0,1.0,1.0,1.0,0.57401,0.49226,0.31881,0.31944,0.86225,0.0,0.0,1.0,1.0,1.0,1.0,0.39256,0.38164,0.34532,0.32429
215,1.0,1.0,1.0,1.0,1.0,1.0,0.53136,0.48129,0.31084,0.25386,0.88777,0.0,0.0,1.0,1.0,1.0,1.0,0.38434,0.37757,0.34574,0.32023
216,1.0,1.0,1.0,1.0,1.0,1.0,0.60894,0.43687,0.39758,0.3192,0.82933,0.0,0.0,1.0,1.0,1.0,1.0,0.37335,0.38178,0.35486,0.31644
217,1.0,1.0,1.0,1.0,1.0,1.0,0.62915,0.45568,0.33864,0.3383,0.81076,0.0,0.0,1.0,1.0,1.0,1.0,0.36988,0.36329,0.3582,0.30175
218,1.0,1.0,1.0,1.0,1.0,1.0,0.5792,0.53589,0.39803,0.37882,0.77194,0.0,0.0,1.0,1.0,1.0,1.0,0.37175,0.38064,0.34574,0.31671
219,1.0,1.0,1.0,1.0,1.0,1.0,0.49148,0.50614,0.33156,0.35753,0.69106,0.0,0.0,1.0,1.0,1.0,1.0,0.37455,0.37972,0.35881,0.32002
220,1.0,1.0,1.0,1.0,1.0,1.0,0.54322,0.44801,0.33687,0.42651,0.63972,0.0,0.0,1.0,1.0,1.0,1.0,0.37923,0.38209,0.3465,0.32072
221,1.0,1.0,1.0,1.0,1.0,1.0,0.59102,0.39328,0.3657,0.51116,0.61348,0.0,0.0,1.0,1.0,1.0,1.0,0.38697,0.37517,0.34951,0.31978
222,1.0,1.0,1.0,1.0,1.0,1.0,0.59001,0.45355,0.36267,0.4329,0.55282,0.0,0.0,1.0,1.0,1.0,1.0,0.3858,0.36864,0.35986,0.31742
223,1.0,1.0,1.0,1.0,1.0,1.0,0.62817,0.54628,0.30073,0.42522,0.46282,0.0,0.0,1.0,1.0,1.0,1.0,0.38374,0.36036,0.33998,0.30166
224,1.0,1.0,1.0,1.0,1.0,1.0,0.58819,0.52583,0.29771,0.48606,0.48542,0.0,0.0,1.0,1.0,1.0,1.0,0.38534,0.35703,0.35169,0.31513
225,1.0,1.0,1.0,1.0,1.0,1.0,0.61774,0.59634,0.29743,0.45404,0.46911,0.0,0.0,1.0,1.0,1.0,1.0,0.38015,0.38406,0.34354,0.31875
226,1.0,1.0,1.0,1.0,1.0,1.0,0.6909,0.54019,0.33485,0.47132,0.42187,0.00463,0.04381,1.0,1.0,1.0,1.0,0.39268,0.3562,0.36255,0.31204
227,1.0,1.0,1.0,1.0,1.0,1.0,0.59573,0.49329,0.29225,0.45063,0.3896,0.05452,0.06654,1.0,1.0,1.0,1.0,0.3671,0.36923,0.33767,0.3125
228,1.0,1.0,1.0,1.0,1.0,1.0,0.52006,0.43399,0.24373,0.49912,0.32672,0.0588,0.09706,1.0,1.0,1.0,1.0,0.38261,0.35709,0.35232,0.32363
229,1.0,1.0,1.0,1.0,1.0,1.0,0.51453,0.40295,0.32876,0.48776,0.29661,0.06674,0.16224,1.0,1.0,1.0,1.0,0.3856,0.37284,0.34827,0.31811
230,1.0,1.0,1.0,1.0,1.0,1.0,0.42056,0.4967,0.2608,0.45851,0.31824,0.07797,0.13115,1.0,1.0,1.0,1.0,0.38186,0.3827,0.35686,0.3191
231,1.0,1.0,1.0,1.0,1.0,1.0,0.45931,0.48673,0.3202,0.40231,0.26292,0.0493,0.08178,1.0,1.0,1.0,1.0,0.36733,0.38244,0.34775,0.30671
232,1.0,1.0,1.0,1.0,1.0,1.0,0.3649,0.47852,0.29137,0.48786,0.2463,0.0062,0.03113,1.0,1.0,1.0,1.0,0.38026,0.37643,0.35589,0.31226
233,1.0,1.0,1.0,1.0,1.0,1.0,0.46976,0.52163,0.23635,0.55632,0.22016,0.0,0.0,1.0,1.0,1.0,1.0,0.38359,0.3786,0.33722,0.305
234,1.0,1.0,1.0,1.0,1.0,1.0,0.53187,0.57861,0.30849,0.50644,0.26301,0.0,0.0,1.0,1.0,1.0,1.0,0.37858,0.35576,0.3542,0.30977
235,1.0,1.0,1.0,1.0,1.0,1.0,0.50505,0.64876,0.34288,0.48013,0.25418,0.0,0.0,1.0,1.0,1.0,1.0,0.38555,0.37682,0.34349,0.313
236,1.0,1.0,1.0,1.0,1.0,1.0,0.43109,0.55633,0.27832,0.483,0.16928,0.0,0.0,1.0,1.0,1.0,1.0,0.38598,0.36147,0.35788,0.32296
237,1.0,1.0,1.0,1.0,1.0,1.0,0.50616,0.62418,0.2099,0.46647,0.27224,0.0,0.0,1.0,1.0,1.0,1.0,0.38071,0.363,0.33781,0.30512
238,1.0,1.0,1.0,1.0,1.0,1.0,0.53969,0.63871,0.20881,0.52959,0.19855,0.0,0.0,1.0,1.0,1.0,1.0,0.38325,0.35947,0.33679,0.30233
239,1.0,1.0,1.0,1.0,1.0,1.0,0.55808,0.56179,0.20868,0.51475,0.2478,0.0,0.0,1.0,1.0,1.0,1.0,0.38533,0.36429,0.34207,0.32325
240,1.0,1.0,1.0,1.0,1.0,1.0,0.53609,0.55386,0.22922,0.50867,0.36902,0.0,0.0,1.0,1.0,1.0,1.0,0.38932,0.38024,0.34092,0.31277
241,1.0,1.0,1.0,1.0,1.0,1.0,0.4847,0.47624,0.24526,0.4521,0.432,0.0,0.0,1.0,1.0,1.0,1.0,0.39565,0.37222,0.36172,0.31523
242,1.0,1.0,1.0,1.0,1.0,1.0,0.40982,0.50348,0.33687,0.43171,0.42136,0.0,0.0,1.0,1.0,1.0,1.0,0.3715,0.38256,0.36176,0.30831
243,1.0,1.0,1.0,1.0,1.0,1.0,0.39988,0.56147,0.27215,0.45034,0.38637,0.0,0.0,1.0,1.0,1.0,1.0,0.38287,0.36127,0.33902,0.31649
244,1.0,1.0,1.0,1.0,1.0,1.0,0.34528,0.61575,0.29466,0.52367,0.35094,0.0,0.0,1.0,1.0,1.0,1.0,0.37133,0.36112,0.34998,0.31912
245,1.0,1.0,1.0,1.0,1.0,1.0,0.28663,0.55605,0.26321,0.52363,0.27272,0.0,0.0,1.0,1.0,1.0,1.0,0.39449,0.37151,0.34472,0.31486
246,1.0,1.0,1.0,1.0,1.0,1.0,0.22942,0.63198,0.20868,0.5296,0.23916,0.0,0.0,1.0,1.0,1.0,1.0,0.39209,0.35792,0.34984,0.32228
247,1.0,1.0,1.0,1.0,1.0,1.0,0.21099,0.59647,0.18863,0.57431,0.25781,0.0,0.0,1.0,1.0,1.0,1.0,0.3787,0.37347,0.36037,0.31396
248,1.0,1.0,1.0,1.0,1.0,1.0,0.16752,0.66136,0.14154,0.51175,0.23004,0.0,0.0,1.0,1.0,1.0,1.0,0.38044,0.37315,0.34208,0.31798
249,1.0,1.0,1.0,1.0,1.0,1.0,0.19473,0.68028,0.15179,0.42357,0.33342,0.0,0.0,1.0,1.0,1.0,1.0,0.38001,0.38264,0.33564,0.30702
250,1.0,1.0,1.0,1.0,1.0,1.0,0.19631,0.74628,0.17051,0.41663,0.42262,0.00562,0.04001,1.0,1.0,1.0,1.0,0.36602,0.37174,0.36182,0.31984
251,1.0,1.0,1.0,1.0,1.0,1.0,0.12207,0.69524,0.22761,0.36955,0.47875,0.04145,0.0993,1.0,1.0,1.0,1.0,0.38093,0.3747,0.33871,0.3226
252,1.0,1.0,1.0,1.0,1.0,1.0,0.19777,0.62882,0.22753,0.37329,0.48891,0.08313,0.14016,1.0,1.0,1.0,1.0,0.37716,0.37425,0.35164,0.31313
253,1.0,1.0,1.0,1.0,1.0,1.0,0.22815,0.64446,0.26566,0.35417,0.54319,0.07071,0.09655,1.0,1.0,1.0,1.0,0.3717,0.35776,0.33833,0.32292
254,1.0,1.0,1.0,1.0,1.0,1.0,0.23904,0.67908,0.33598,0.3243,0.61605,0.09908,0.11251,1.0,1.0,1.0,1.0,0.37203,0.35574,0.35874,0.30954
255,1.0,1.0,1.0,1.0,1.0,1.0,0.20192,0.62709,0.41884,0.40256,0.57427,0.04257,0.06231,1.0,1.0,1.0,1.0,0.37596,0.37374,0.34214,0.31096
256,1.0,1.0,1.0,1.0,1.0,1.0,0.17859,0.67544,0.44638,0.40038,0.64972,0.00829,0.04325,1.0,1.0,1.0,1.0,0.38671,0.37781,0.33784,0.30024
257,1.0,1.0,1.0,1.0,1.0,1.0,0.30237,0.62537,0.48288,0.32827,0.54651,0.0,0.0,1.0,1.0,1.0,1.0,0.39268,0.38186,0.35872,0.32181
258,1.0,1.0,1.0,1.0,1.0,1.0,0.34836,0.64239,0.42734,0.41658,0.53174,0.0,0.0,1.0,1.0,1.0,1.0,0.39539,0.36774,0.36019,0.30289
259,1.0,1.0,1.0,1.0,1.0,1.0,0.34024,0.54076,0.41473,0.43321,0.52611,0.0,0.0,1.0,1.0,1.0,1.0,0.38767,0.3783,0.36059,0.30931
260,1.0,1.0,1.0,1.0,1.0,1.0,0.29871,0.6118,0.4711,0.45424,0.60824,0.0,0.0,1.0,1.0,1.0,1.0,0.36643,0.38096,0.3551,0.30036
261,1.0,1.0,1.0,1.0,1.0,1.0,0.32373,0.62996,0.47002,0.39564,0.54,0.0,0.0,1.0,1.0,1.0,1.0,0.38874,0.37573,0.36059,0.31639
262,1.0,1.0,1.0,1.0,1.0,1.0,0.33893,0.65877,0.51645,0.47982,0.56217,0.0,0.0,1.0,1.0,1.0,1.0,0.39134,0.38444,0.34227,0.30586
263,1.0,1.0,1.0,1.0,1.0,1.0,0.39661,0.67188,0.51017,0.46671,0.61077,0.0,0.0,1.0,1.0,1.0,1.0,0.38006,0.37872,0.33859,0.32209
264,1.0,1.0,1.0,1.0,1.0,1.0,0.34121,0.57967,0.46003,0.43541,0.50381,0.0,0.0,1.0,1.0,1.0,1.0,0.36798,0.36368,0.33914,0.32036
265,1.0,1.0,1.0,1.0,1.0,1.0,0.28752,0.54523,0.39637,0.41344,0.40837,0.0,0.0,1.0,1.0,1.0,1.0,0.38535,0.37581,0.34256,0.30865
266,1.0,1.0,1.0,1.0,1.0,1.0,0.25344,0.50049,0.46257,0.35278,0.51905,0.0,0.0,1.0,1.0,1.0,1.0,0.38616,0.37117,0.35352,0.30908
267,1.0,1.0,1.0,1.0,1.0,1.0,0.33378,0.50475,0.49212,0.30762,0.43734,0.0,0.0,1.0,1.0,1.0,1.0,0.38193,0.3803,0.34198,0.30838
268,1.0,1.0,1.0,1.0,1.0,1.0,0.43963,0.55668,0.41757,0.35967,0.48486,0.0,0.0,1.0,1.0,1.0,1.0,0.37988,0.38092,0.33619,0.31872
269,1.0,1.0,1.0,1.0,1.0,1.0,0.40123,0.46992,0.34137,0.40821,0.54755,0.0,0.0,1.0,1.0,1.0,1.0,0.37741,0.35716,0.34296,0.30597
270,1.0,1.0,1.0,1.0,1.0,1.0,0.31222,0.38982,0.31049,0.44982,0.47159,0.0,0.0,1.0,1.0,1.0,1.0,0.36597,0.38005,0.34402,0.30783
271,1.0,1.0,1.0,1.0,1.0,1.0,0.29161,0.4855,0.39006,0.47413,0.39585,0.0,0.0,1.0,1.0,1.0,1.0,0.39375,0.37932,0.34338,0.31621
272,1.0,1.0,1.0,1.0,1.0,1.0,0.29747,0.46851,0.41312,0.49096,0.39652,0.0,0.0,1.0,1.0,1.0,1.0,0.39206,0.35751,0.3444,0.31036
273,1.0,1.0,1.0,1.0,1.0,1.0,0.37598,0.50438,0.4387,0.56863,0.49381,0.0,0.0,1.0,1.0,1.0,1.0,0.3949,0.36594,0.3367,0.30991
274,1.0,1.0,1.0,1.0,1.0,1.0,0.29427,0.4533,0.3756,0.49212,0.52989,0.00655,0.03214,1.0,1.0,1.0,1.0,0.38475,0.3582,0.34553,0.30083
275,1.0,1.0,1.0,1.0,1.0,1.0,0.32634,0.53013,0.42143,0.41165,0.58621,0.05913,0.09988,1.0,1.0,1.0,1.0,0.36915,0.35664,0.34692,0.31912
276,1.0,1.0,1.0,1.0,1.0,1.0,0.26848,0.61217,0.38863,0.48487,0.58813,0.05897,0.12441,1.0,1.0,1.0,1.0,0.38492,0.37854,0.33819,0.29966
277,1.0,1.0,1.0,1.0,1.0,1.0,0.3702,0.54601,0.38858,0.46044,0.64123,0.08104,0.10694,1.0,1.0,1.0,1.0,0.37151,0.36049,0.34589,0.31942
278,1.0,1.0,1.0,1.0,1.0,1.0,0.40218,0.61695,0.31582,0.51777,0.65674,0.06543,0.106,1.0,1.0,1.0,1.0,0.38502,0.36881,0.34046,0.30815
279,1.0,1.0,1.0,1.0,1.0,1.0,0.31756,0.63726,0.32806,0.50584,0.61983,0.05295,0.0721,1.0,1.0,1.0,1.0,0.37203,0.3594,0.36238,0.30615
280,1.0,1.0,1.0,1.0,1.0,1.0,0.29519,0.57061,0.32955,0.51903,0.59051,0.00795,0.04178,1.0,1.0,1.0,1.0,0.37461,0.37576,0.34261,0.31951
281,1.0,1.0,1.0,1.0,1.0,1.0,0.30612,0.58074,0.38019,0.51,0.68135,0.0,0.0,1.0,1.0,1.0,1.0,0.37724,0.37647,0.34078,0.29986
282,1.0,1.0,1.0,1.0,1.0,1.0,0.30857,0.60238,0.39717,0.50108,0.7005,0.0,0.0,1.0,1.0,1.0,1.0,0.37487,0.36628,0.33844,0.31399
283,1.0,1.0,1.0,1.0,1.0,1.0,0.24281,0.64711,0.33337,0.54945,0.76434,0.0,0.0,1.0,1.0,1.0,1.0,0.38102,0.35943,0.36263,0.32099
284,1.0,1.0,1.0,1.0,1.0,1.0,0.3222,0.54781,0.38637,0.55425,0.81125,0.0,0.0,1.0,1.0,1.0,1.0,0.38103,0.37843,0.36024,0.31248
285,1.0,1.0,1.0,1.0,1.0,1.0,0.25047,0.59574,0.41694,0.6151,0.74794,0.0,0.0,1.0,1.0,1.0,1.0,0.38132,0.35731,0.33784,0.30943
286,1.0,1.0,1.0,1.0,1.0,1.0,0.27599,0.58474,0.43104,0.61712,0.75677,0.0,0.0,1.0,1.0,1.0,1.0,0.36604,0.36175,0.33684,0.30466
